id,country,iso3,gwno,year,geo_id,geolocation,level,adm1,adm2,adm3,location,historical,hist_country,disastertype,disasterno,latitude,longitude
268,Australia,AUS,900,1968,1266,Perth,2,Western Australia,Perth,NA,Perth,0,NA,earthquake,1968-0077,-31.95564407,115.8554552
290,Australia,AUS,900,1994,965,Albany,2,Western Australia,Albany,NA,Albany,0,NA,storm,1994-0127,-34.74150717,118.1809278
290,Australia,AUS,900,1994,1089,Geraldton,2,Western Australia,Geraldton,NA,Geraldton,0,NA,storm,1994-0127,-28.6998535,114.3278341
290,Australia,AUS,900,1994,1125,Katanning,2,Western Australia,Katanning,NA,Katanning,0,NA,storm,1994-0127,-33.64900784,117.6830451
290,Australia,AUS,900,1994,1201,Narrogin (Shire),2,Western Australia,Narrogin (Shire),NA,Narrogin,0,NA,storm,1994-0127,-32.99623466,117.2602922
308,Australia,AUS,900,2000,1035,Cairns,2,Queensland,Cairns,NA,Cairns,0,NA,storm,2000-0097,-16.91620789,145.7682661
308,Australia,AUS,900,2000,1159,Mareeba,2,Queensland,Mareeba,NA,Marreba,0,NA,storm,2000-0097,-16.98475743,143.9546139
310,Australia,AUS,900,2000,997,Berrigan,2,New South Wales,Berrigan,NA,Berrigan,0,NA,flood,2000-0750,-35.73563448,145.7099005
310,Australia,AUS,900,2000,1052,Corowa,2,New South Wales,Corowa,NA,Corowa,0,NA,flood,2000-0750,-35.82723003,146.2645363
310,Australia,AUS,900,2000,1063,Deniliquin,2,New South Wales,Deniliquin,NA,Deniliquin,0,NA,flood,2000-0750,-35.53375988,144.9724453
310,Australia,AUS,900,2000,1106,Gwydir,2,New South Wales,Gwydir,NA,Bingara,0,NA,flood,2000-0750,-29.60595945,150.5120822
310,Australia,AUS,900,2000,1184,Murray,2,New South Wales,Murray,NA,Murray,0,NA,flood,2000-0750,-35.73274565,144.7429565
310,Australia,AUS,900,2000,1378,Warrumbungle,2,New South Wales,Warrumbungle,NA,Coonebarabran,0,NA,flood,2000-0750,-31.46260325,149.4062674
313,Australia,AUS,900,2001,1137,Ku-Ring-Gai,2,New South Wales,Ku-Ring-Gai,NA,Kuringai,0,NA,storm,2001-0045,-33.73685552,151.1504889
313,Australia,AUS,900,2001,1139,Kyogle,2,New South Wales,Kyogle,NA,Kyogle,0,NA,storm,2001-0045,-28.61937447,152.7748359
313,Australia,AUS,900,2001,1379,Waverley,2,New South Wales,Waverley,NA,Bondi,0,NA,storm,2001-0045,-33.8905483,151.2671628
315,Australia,AUS,900,2001,1057,Katherine,2,Northern Territory,Katherine,NA,Daguragu,0,NA,flood,2001-0103,-17.4220729,130.8040844
316,Australia,AUS,900,2001,973,Ballina,2,New South Wales,Ballina,NA,Ballina,0,NA,flood,2001-0130,-28.85255366,153.4882203
316,Australia,AUS,900,2001,1027,Byron,2,New South Wales,Byron,NA,Mullumbimby,0,NA,flood,2001-0130,-28.60398807,153.4847717
316,Australia,AUS,900,2001,1128,Kempsey,2,New South Wales,Kempsey,NA,Kempsey,0,NA,flood,2001-0130,-30.95237783,152.6447299
316,Australia,AUS,900,2001,1140,Kyogle,2,New South Wales,Kyogle,NA,Kyogle,0,NA,flood,2001-0130,-28.61937447,152.7748359
318,Australia,AUS,900,2002,1080,Fairfield,2,New South Wales,Fairfield,NA,Fairfield,0,NA,storm,2002-0157,-27.50671185,153.0231587
318,Australia,AUS,900,2002,1114,Holroyd,2,New South Wales,Holroyd,NA,Holroyd,0,NA,storm,2002-0157,-33.82752189,150.9568861
320,Australia,AUS,900,2002,1097,Greater Taree,2,New South Wales,Greater Taree,NA,Taree,0,NA,storm,2002-0798,-31.7931208,152.2818601
320,Australia,AUS,900,2002,1269,Port Stephens,2,New South Wales,Port Stephens,NA,Port Stephens,0,NA,storm,2002-0798,-32.72421691,151.8420307
322,Australia,AUS,900,2003,982,Banana,2,Queensland,Banana,NA,Wowan,0,NA,flood,2003-0079,-24.51804332,150.2442679
322,Australia,AUS,900,2003,1320,Rockhampton,2,Queensland,Rockhampton,NA,Gracemere,0,NA,flood,2003-0079,-23.35095644,150.5251617
323,Australia,AUS,900,2003,1107,Gwydir,2,New South Wales,Gwydir,NA,Bingara,0,NA,flood,2003-0109,-29.60595945,150.5120822
323,Australia,AUS,900,2003,1129,Kempsey,2,New South Wales,Kempsey,NA,Kempsey,0,NA,flood,2003-0109,-30.95237783,152.6447299
323,Australia,AUS,900,2003,1173,Moree Plains,2,New South Wales,Moree Plains,NA,Moree Plains,0,NA,flood,2003-0109,-29.25360575,149.6278206
323,Australia,AUS,900,2003,1194,Narrabri,2,New South Wales,Narrabri,NA,Narrabri,0,NA,flood,2003-0109,-30.35602055,149.5645647
323,Australia,AUS,900,2003,1346,Uralla,2,New South Wales,Uralla,NA,Uralla,0,NA,flood,2003-0109,-30.50674529,151.3115911
330,Australia,AUS,900,2004,986,Barcoo,2,Queensland,Barcoo,NA,Jundah,0,NA,flood,2004-0091,-25.13301337,142.2668015
330,Australia,AUS,900,2004,1066,Diamantina,2,Queensland,Diamantina,NA,Birdsville,0,NA,flood,2004-0091,-24.63148113,139.7308791
330,Australia,AUS,900,2004,1083,Flinders,2,Queensland,Flinders,NA,Flinders,0,NA,flood,2004-0091,-20.97778701,144.3282942
330,Australia,AUS,900,2004,1152,Longreach,2,Queensland,Longreach,NA,Longreach,0,NA,flood,2004-0091,-23.34831419,143.7022756
330,Australia,AUS,900,2004,1174,Moree Plains,2,New South Wales,Moree Plains,NA,Moree Plains,0,NA,flood,2004-0091,-29.25360575,149.6278206
330,Australia,AUS,900,2004,1180,Mount Isa,2,Queensland,Mount Isa,NA,Mount Isa,0,NA,flood,2004-0091,-19.96621384,138.7823077
330,Australia,AUS,900,2004,1263,Paroo,2,Queensland,Paroo,NA,Eulo,0,NA,flood,2004-0091,-28.07359067,145.7709629
330,Australia,AUS,900,2004,1321,Rockhampton,2,Queensland,Rockhampton,NA,Rockhampton,0,NA,flood,2004-0091,-23.35095644,150.5251617
335,Australia,AUS,900,2004,1028,Byron,2,New South Wales,Byron,NA,Mullumbimby,0,NA,flood,2004-0662,-28.60398807,153.4847717
335,Australia,AUS,900,2004,1175,Moree Plains,2,New South Wales,Moree Plains,NA,Moree,0,NA,flood,2004-0662,-29.25360575,149.6278206
335,Australia,AUS,900,2004,1195,Narrabri,2,New South Wales,Narrabri,NA,Wee Waa,0,NA,flood,2004-0662,-30.35602055,149.5645647
335,Australia,AUS,900,2004,1257,Orange,2,New South Wales,Orange,NA,Orange,0,NA,flood,2004-0662,-33.32565598,149.1195168
335,Australia,AUS,900,2004,1376,Warringah,2,New South Wales,Warringah,NA,Northern New South Wales,0,NA,flood,2004-0662,-33.7106787,151.2313438
336,Australia,AUS,900,2005,1101,Griffith,2,New South Wales,Griffith,NA,Griffith,0,NA,storm,2005-0068,-35.32713272,149.1366044
336,Australia,AUS,900,2005,1196,Narrabri,2,New South Wales,Narrabri,NA,Narrabri,0,NA,storm,2005-0068,-30.35602055,149.5645647
337,Australia,AUS,900,2005,974,Ballina,2,New South Wales,Ballina,NA,Ballina,0,NA,flood,2005-0523,-28.85255366,153.4882203
337,Australia,AUS,900,2005,1029,Byron,2,New South Wales,Byron,NA,Byron Bay,0,NA,flood,2005-0523,-28.60398807,153.4847717
337,Australia,AUS,900,2005,1141,Kyogle,2,New South Wales,Kyogle,NA,Kyogle  New South Wales,0,NA,flood,2005-0523,-28.61937447,152.7748359
341,Australia,AUS,900,2006,1073,East Pilbara,2,Western Australia,East Pilbara,NA,Pilbara coast,0,NA,storm,2006-0155,-21.75983249,123.4944501
341,Australia,AUS,900,2006,1079,Exmouth,2,Western Australia,Exmouth,NA,Exmouth,0,NA,storm,2006-0155,-22.50639411,114.1987766
344,Australia,AUS,900,2007,1042,Cessnock,2,New South Wales,Cessnock,NA,Cessnock,0,NA,flood,2007-0160,-32.92480474,151.2247887
344,Australia,AUS,900,2007,1069,Dungog,2,New South Wales,Dungog,NA,Dungog,0,NA,flood,2007-0160,-32.34888305,151.6074315
344,Australia,AUS,900,2007,1155,Maitland,2,New South Wales,Maitland,NA,Maitland,0,NA,flood,2007-0160,-32.71002063,151.5484004
344,Australia,AUS,900,2007,1270,Port Stephens,2,New South Wales,Port Stephens,NA,Port Stephens,0,NA,flood,2007-0160,-32.72421691,151.8420307
345,Australia,AUS,900,2008,975,Ballina,2,New South Wales,Ballina,NA,Ballina,0,NA,flood,2008-0014,-28.85255366,153.4882203
345,Australia,AUS,900,2008,991,Bellingen,2,New South Wales,Bellingen,NA,Bellingen,0,NA,flood,2008-0014,-30.40336806,152.7286564
345,Australia,AUS,900,2008,1130,Kempsey,2,New South Wales,Kempsey,NA,Yarrahappini,0,NA,flood,2008-0014,-30.95237783,152.6447299
345,Australia,AUS,900,2008,1142,Kyogle,2,New South Wales,Kyogle,NA,Kyogle,0,NA,flood,2008-0014,-28.61937447,152.7748359
345,Australia,AUS,900,2008,1339,Tenterfield,2,New South Wales,Tenterfield,NA,Tenterfield,0,NA,flood,2008-0014,-28.944678,152.0862682
346,Australia,AUS,900,2008,987,Barcoo,2,Queensland,Barcoo,NA,Barcoo Shire,0,NA,flood,2008-0017,-25.13301337,142.2668015
346,Australia,AUS,900,2008,996,Isaac,2,Queensland,Isaac,NA,Belyando,0,NA,flood,2008-0017,-22.29453534,147.1202884
346,Australia,AUS,900,2008,998,Blackall Tambo,2,Queensland,Blackall Tambo,NA,Blackall,0,NA,flood,2008-0017,-24.5867769,145.4026994
346,Australia,AUS,900,2008,1016,Bulloo,2,Queensland,Bulloo,NA,Thargomindah,0,NA,flood,2008-0017,-28.0215498,142.593456
346,Australia,AUS,900,2008,1044,Charters Towers,2,Queensland,Charters Towers,NA,Charters Towers,0,NA,flood,2008-0017,-20.0669695,146.2666978
346,Australia,AUS,900,2008,1074,Central Highlands,2,Queensland,Central Highlands,NA,Emerald,0,NA,flood,2008-0017,-23.79846468,147.7817685
346,Australia,AUS,900,2008,1076,Etheridge,2,Queensland,Etheridge,NA,Etheridge,0,NA,flood,2008-0017,-18.5056745,143.6610231
346,Australia,AUS,900,2008,1153,Longreach,2,Queensland,Longreach,NA,Longreach,0,NA,flood,2008-0017,-23.34831419,143.7022756
346,Australia,AUS,900,2008,1185,Murweh,2,Queensland,Murweh,NA,Charleville,0,NA,flood,2008-0017,-26.18969525,146.4890925
346,Australia,AUS,900,2008,1264,Paroo,2,Queensland,Paroo,NA,Cunnamulla,0,NA,flood,2008-0017,-28.07359067,145.7709629
346,Australia,AUS,900,2008,1314,Quilpie,2,Queensland,Quilpie,NA,Quilpie,0,NA,flood,2008-0017,-26.34684619,143.8962026
346,Australia,AUS,900,2008,1391,Winton,2,Queensland,Winton,NA,Winton,0,NA,flood,2008-0017,-22.5402121,142.4236645
347,Australia,AUS,900,2008,970,Tablelands,2,Queensland,Tablelands,NA,Atherton,0,NA,flood,2008-0098,-17.23936495,145.5225348
347,Australia,AUS,900,2008,1018,Bundaberg,2,Queensland,Bundaberg,NA,Bundaberg,0,NA,flood,2008-0098,-24.87893574,152.3443795
347,Australia,AUS,900,2008,1036,Cairns,2,Queensland,Cairns,NA,Cairns,0,NA,flood,2008-0098,-16.91620789,145.7682661
347,Australia,AUS,900,2008,1322,Rockhampton,2,Queensland,Rockhampton,NA,Gogango,0,NA,flood,2008-0098,-23.35095644,150.5251617
347,Australia,AUS,900,2008,1336,Tableland,2,Queensland,Tableland,NA,Tableland,0,NA,flood,2008-0098,-18.52317318,134.9755902
350,Australia,AUS,900,2009,988,Barcoo,2,Queensland,Barcoo,NA,Barcoo,0,NA,flood,2009-0615,-25.13301337,142.2668015
350,Australia,AUS,900,2009,999,Blackall Tambo,2,Queensland,Blackall Tambo,NA,Blackall,0,NA,flood,2009-0615,-24.5867769,145.4026994
350,Australia,AUS,900,2009,1008,Boulia,2,Queensland,Boulia,NA,Boulia,0,NA,flood,2009-0615,-22.48193292,139.2448772
350,Australia,AUS,900,2009,1012,Whitsunday,2,Queensland,Whitsunday,NA,Bowen,0,NA,flood,2009-0615,-20.7394554,147.6194451
350,Australia,AUS,900,2009,1017,Bulloo,2,Queensland,Bulloo,NA,Bulloo,0,NA,flood,2009-0615,-28.0215498,142.593456
350,Australia,AUS,900,2009,1037,Cairns,2,Queensland,Cairns,NA,Cairns,0,NA,flood,2009-0615,-16.91620789,145.7682661
350,Australia,AUS,900,2009,1047,Cloncurry,2,Queensland,Cloncurry,NA,Cloncurry,0,NA,flood,2009-0615,-20.81714878,140.2641678
350,Australia,AUS,900,2009,1067,Diamantina,2,Queensland,Diamantina,NA,Diamantina river,0,NA,flood,2009-0615,-24.63148113,139.7308791
350,Australia,AUS,900,2009,1113,Hinchinbrook,2,Queensland,Hinchinbrook,NA,Hinchinbrook,0,NA,flood,2009-0615,-18.66291941,146.0454197
350,Australia,AUS,900,2009,1163,Mckinlay,2,Queensland,Mckinlay,NA,McKinlay,0,NA,flood,2009-0615,-20.53510514,141.5870669
350,Australia,AUS,900,2009,1181,Mount Isa,2,Queensland,Mount Isa,NA,Mount Isa,0,NA,flood,2009-0615,-19.96621384,138.7823077
350,Australia,AUS,900,2009,1315,Quilpie,2,Queensland,Quilpie,NA,Quilpie,0,NA,flood,2009-0615,-26.34684619,143.8962026
350,Australia,AUS,900,2009,1392,Winton,2,Queensland,Winton,NA,Winton,0,NA,flood,2009-0615,-22.5402121,142.4236645
353,Australia,AUS,900,2009,969,Ashfield,2,New South Wales,Ashfield,NA,Ashfield,0,NA,flood,2009-0589,-33.88560583,151.1287198
353,Australia,AUS,900,2009,971,Auburn,2,New South Wales,Auburn,NA,Auburn,0,NA,flood,2009-0589,-33.85138939,151.04685
353,Australia,AUS,900,2009,976,Ballina,2,New South Wales,Ballina,NA,Ballina,0,NA,flood,2009-0589,-28.85255366,153.4882203
353,Australia,AUS,900,2009,992,Bellingen,2,New South Wales,Bellingen,NA,Bellingen,0,NA,flood,2009-0589,-30.40336806,152.7286564
353,Australia,AUS,900,2009,1000,Bland,2,New South Wales,Bland,NA,Bland,0,NA,flood,2009-0589,-33.89412807,146.9602323
353,Australia,AUS,900,2009,1002,Blayney,2,New South Wales,Blayney,NA,Blayney,0,NA,flood,2009-0589,-33.59470609,149.1436417
353,Australia,AUS,900,2009,1004,Blue Mountains,2,New South Wales,Blue Mountains,NA,Blue Mountains,0,NA,flood,2009-0589,-33.69859653,150.4105599
353,Australia,AUS,900,2009,1007,Botany Bay,2,New South Wales,Botany Bay,NA,Botany Bay,0,NA,flood,2009-0589,-33.94131326,151.2008441
353,Australia,AUS,900,2009,1026,Burwood,2,New South Wales,Burwood,NA,Burwood,0,NA,flood,2009-0589,-33.88601415,151.1016619
353,Australia,AUS,900,2009,1030,Byron,2,New South Wales,Byron,NA,Byron,0,NA,flood,2009-0589,-28.60398807,153.4847717
353,Australia,AUS,900,2009,1033,Cabonne,2,New South Wales,Cabonne,NA,Cabonne,0,NA,flood,2009-0589,-33.15326022,148.753561
353,Australia,AUS,900,2009,1038,Camden,2,New South Wales,Camden,NA,Camden,0,NA,flood,2009-0589,-34.00835709,150.7250065
353,Australia,AUS,900,2009,1039,Canterbury,2,New South Wales,Canterbury,NA,Canterbury,0,NA,flood,2009-0589,-33.92446414,151.0959222
353,Australia,AUS,900,2009,1043,Cessnock,2,New South Wales,Cessnock,NA,Cessnock,0,NA,flood,2009-0589,-32.92480474,151.2247887
353,Australia,AUS,900,2009,1050,Coonamble,2,New South Wales,Coonamble,NA,Coonamble,0,NA,flood,2009-0589,-30.87159393,148.2920392
353,Australia,AUS,900,2009,1053,Cowra,2,New South Wales,Cowra,NA,Cowra,0,NA,flood,2009-0589,-33.79742442,148.7178856
353,Australia,AUS,900,2009,1070,Dungog,2,New South Wales,Dungog,NA,Dungog,0,NA,flood,2009-0589,-32.34888305,151.6074315
353,Australia,AUS,900,2009,1082,Fairfield,2,New South Wales,Fairfield,NA,Fairfield,0,NA,flood,2009-0589,-27.50671185,153.0231587
353,Australia,AUS,900,2009,1085,Forbes,2,New South Wales,Forbes,NA,Forbes,0,NA,flood,2009-0589,-33.42225078,147.8663771
353,Australia,AUS,900,2009,1094,Glen Innes Severn,2,New South Wales,Glen Innes Severn,NA,Glen Innes,0,NA,flood,2009-0589,-29.64647399,151.903039
353,Australia,AUS,900,2009,1095,Gloucester,2,New South Wales,Gloucester,NA,Gloucester,0,NA,flood,2009-0589,-31.90550997,151.7944345
353,Australia,AUS,900,2009,1098,Greater Taree,2,New South Wales,Greater Taree,NA,Greater Taree,0,NA,flood,2009-0589,-31.7931208,152.2818601
353,Australia,AUS,900,2009,1103,Gunnedah,2,New South Wales,Gunnedah,NA,Gunnedah,0,NA,flood,2009-0589,-31.0458593,150.1887479
353,Australia,AUS,900,2009,1105,Guyra,2,New South Wales,Guyra,NA,Guyra,0,NA,flood,2009-0589,-30.13361684,151.7054274
353,Australia,AUS,900,2009,1108,Gwydir,2,New South Wales,Gwydir,NA,Bingara,0,NA,flood,2009-0589,-29.60595945,150.5120822
353,Australia,AUS,900,2009,1112,Hawkesbury,2,New South Wales,Hawkesbury,NA,Hawkesbury,0,NA,flood,2009-0589,-33.33548886,150.7731618
353,Australia,AUS,900,2009,1115,Holroyd,2,New South Wales,Holroyd,NA,Holroyd,0,NA,flood,2009-0589,-33.82752189,150.9568861
353,Australia,AUS,900,2009,1118,Hunters Hill,2,New South Wales,Hunters Hill,NA,Hunter's Hill,0,NA,flood,2009-0589,-33.83390989,151.1474362
353,Australia,AUS,900,2009,1119,Hurstville,2,New South Wales,Hurstville,NA,Hurstville,0,NA,flood,2009-0589,-33.96318648,151.0703547
353,Australia,AUS,900,2009,1131,Kempsey,2,New South Wales,Kempsey,NA,Kempsey,0,NA,flood,2009-0589,-30.95237783,152.6447299
353,Australia,AUS,900,2009,1135,Kogarah,2,New South Wales,Kogarah,NA,Kogarah,0,NA,flood,2009-0589,-33.97956464,151.1092083
353,Australia,AUS,900,2009,1136,Ku-ring-gai,2,New South Wales,Ku-ring-gai,NA,Ku-ring-gai,0,NA,flood,2009-0589,-33.73685552,151.1504889
353,Australia,AUS,900,2009,1138,Ku-Ring-Gai,2,New South Wales,Ku-Ring-Gai,NA,Turramurra,0,NA,flood,2009-0589,-33.73685552,151.1504889
353,Australia,AUS,900,2009,1143,Kyogle,2,New South Wales,Kyogle,NA,Kyogle,0,NA,flood,2009-0589,-28.61937447,152.7748359
353,Australia,AUS,900,2009,1146,Lachlan,2,New South Wales,Lachlan,NA,Lachlan,0,NA,flood,2009-0589,-32.91940184,146.9907302
353,Australia,AUS,900,2009,1148,Lane Cove,2,New South Wales,Lane Cove,NA,Lane Cove,0,NA,flood,2009-0589,-33.82168296,151.1686002
353,Australia,AUS,900,2009,1149,Leichhardt,2,New South Wales,Leichhardt,NA,Leichhardt,0,NA,flood,2009-0589,-33.86874676,151.1710933
353,Australia,AUS,900,2009,1156,Maitland,2,New South Wales,Maitland,NA,Maitland,0,NA,flood,2009-0589,-32.71002063,151.5484004
353,Australia,AUS,900,2009,1158,Manly,2,New South Wales,Manly,NA,Manly,0,NA,flood,2009-0589,-33.80010047,151.2700257
353,Australia,AUS,900,2009,1161,Marrickville,2,New South Wales,Marrickville,NA,Marrickville,0,NA,flood,2009-0589,-33.90774339,151.1593898
353,Australia,AUS,900,2009,1176,Moree Plains,2,New South Wales,Moree Plains,NA,Moree Plains,0,NA,flood,2009-0589,-29.25360575,149.6278206
353,Australia,AUS,900,2009,1179,Mosman,2,New South Wales,Mosman,NA,Mosman,0,NA,flood,2009-0589,-33.82826007,151.2464923
353,Australia,AUS,900,2009,1189,Muswellbrook,2,New South Wales,Muswellbrook,NA,Muswellbrook,0,NA,flood,2009-0589,-32.44161395,150.6288189
353,Australia,AUS,900,2009,1197,Narrabri,2,New South Wales,Narrabri,NA,Narrabri,0,NA,flood,2009-0589,-30.35602055,149.5645647
353,Australia,AUS,900,2009,1249,North Sydney,2,New South Wales,North Sydney,NA,North Sydney,0,NA,flood,2009-0589,-33.83256564,151.2105782
353,Australia,AUS,900,2009,1255,Oberon,2,New South Wales,Oberon,NA,Oberon,0,NA,flood,2009-0589,-33.88296943,149.8107851
353,Australia,AUS,900,2009,1258,Orange,2,New South Wales,Orange,NA,Orange,0,NA,flood,2009-0589,-33.32565598,149.1195168
353,Australia,AUS,900,2009,1260,Parkes,2,New South Wales,Parkes,NA,Parkes,0,NA,flood,2009-0589,-35.29992077,149.1312189
353,Australia,AUS,900,2009,1268,Pittwater,2,New South Wales,Pittwater,NA,Pittwater,0,NA,flood,2009-0589,-33.64180736,151.2822893
353,Australia,AUS,900,2009,1271,Port Stephens,2,New South Wales,Port Stephens,NA,Port Stephens,0,NA,flood,2009-0589,-32.72421691,151.8420307
353,Australia,AUS,900,2009,1316,Randwick,2,New South Wales,Randwick,NA,Randwick,0,NA,flood,2009-0589,-33.94168638,151.23971
353,Australia,AUS,900,2009,1319,Rockdale,2,New South Wales,Rockdale,NA,Rockdale,0,NA,flood,2009-0589,-33.95450682,151.1408119
353,Australia,AUS,900,2009,1332,Ryde,2,New South Wales,Ryde,NA,Ryde,0,NA,flood,2009-0589,-33.80157562,151.1074454
353,Australia,AUS,900,2009,1335,Strathfield,2,New South Wales,Strathfield,NA,Strathfield,0,NA,flood,2009-0589,-33.88091484,151.073158
353,Australia,AUS,900,2009,1340,Tenterfield,2,New South Wales,Tenterfield,NA,Tenterfield,0,NA,flood,2009-0589,-28.944678,152.0862682
353,Australia,AUS,900,2009,1344,Upper Hunter,2,New South Wales,Upper Hunter,NA,Scone,0,NA,flood,2009-0589,-31.96993583,150.7261094
353,Australia,AUS,900,2009,1347,Uralla,2,New South Wales,Uralla,NA,Uralla,0,NA,flood,2009-0589,-30.50674529,151.3115911
353,Australia,AUS,900,2009,1371,Walcha,2,New South Wales,Walcha,NA,Walcha,0,NA,flood,2009-0589,-31.16348621,151.7846297
353,Australia,AUS,900,2009,1377,Warringah,2,New South Wales,Warringah,NA,Warringah,0,NA,flood,2009-0589,-33.7106787,151.2313438
353,Australia,AUS,900,2009,1380,Waverley,2,New South Wales,Waverley,NA,Waverley,0,NA,flood,2009-0589,-33.8905483,151.2671628
353,Australia,AUS,900,2009,1381,Weddin,2,New South Wales,Weddin,NA,Weddin,0,NA,flood,2009-0589,-33.87201993,148.0107105
353,Australia,AUS,900,2009,1390,Willoughby,2,New South Wales,Willoughby,NA,Willoughby,0,NA,flood,2009-0589,-33.80093182,151.1982086
353,Australia,AUS,900,2009,1394,Wollondilly,2,New South Wales,Wollondilly,NA,Wollondilly,0,NA,flood,2009-0589,-34.10289124,150.4438986
353,Australia,AUS,900,2009,1395,Woollahra,2,New South Wales,Woollahra,NA,Woollahra,0,NA,flood,2009-0589,-33.87165587,151.256909
354,Australia,AUS,900,2010,1001,Bland,2,New South Wales,Bland,NA,Bland,0,NA,flood,2010-0066,-33.89412807,146.9602323
354,Australia,AUS,900,2010,1003,Blayney,2,New South Wales,Blayney,NA,Blayney,0,NA,flood,2010-0066,-33.59470609,149.1436417
354,Australia,AUS,900,2010,1034,Cabonne,2,New South Wales,Cabonne,NA,Cabonne,0,NA,flood,2010-0066,-33.15326022,148.753561
354,Australia,AUS,900,2010,1054,Cowra,2,New South Wales,Cowra,NA,Cowra,0,NA,flood,2010-0066,-33.79742442,148.7178856
354,Australia,AUS,900,2010,1086,Forbes,2,New South Wales,Forbes,NA,Forbes,0,NA,flood,2010-0066,-33.42225078,147.8663771
354,Australia,AUS,900,2010,1147,Lachlan,2,New South Wales,Lachlan,NA,Lachlan,0,NA,flood,2010-0066,-32.91940184,146.9907302
354,Australia,AUS,900,2010,1256,Oberon,2,New South Wales,Oberon,NA,Oberon,0,NA,flood,2010-0066,-33.88296943,149.8107851
354,Australia,AUS,900,2010,1259,Orange,2,New South Wales,Orange,NA,Orange,0,NA,flood,2010-0066,-33.32565598,149.1195168
354,Australia,AUS,900,2010,1261,Parkes,2,New South Wales,Parkes,NA,Parkes,0,NA,flood,2010-0066,-35.29992077,149.1312189
354,Australia,AUS,900,2010,1345,Upper Lachlan,2,New South Wales,Upper Lachlan,NA,Crookwell,0,NA,flood,2010-0066,-34.41699161,149.4543687
354,Australia,AUS,900,2010,1382,Weddin,2,New South Wales,Weddin,NA,Weddin,0,NA,flood,2010-0066,-33.87201993,148.0107105
355,Australia,AUS,900,2010,978,Balonne,2,Queensland,Balonne,NA,Thallon,0,NA,flood,2010-0103,-28.3158243,148.1163481
355,Australia,AUS,900,2010,1186,Murweh,2,Queensland,Murweh,NA,Charleville,0,NA,flood,2010-0103,-26.18969525,146.4890925
355,Australia,AUS,900,2010,1328,Roma,2,Queensland,Roma,NA,Roma,0,NA,flood,2010-0103,-26.56470735,148.801322
358,Australia,AUS,900,2010,1124,Joondalup,2,Western Australia,Joondalup,NA,Joondalup,0,NA,storm,2010-0125,-31.78498179,115.7643633
358,Australia,AUS,900,2010,1157,Mandurah,2,Western Australia,Mandurah,NA,Mandurah,0,NA,storm,2010-0125,-32.63584384,115.6830645
358,Australia,AUS,900,2010,1267,Perth,2,Western Australia,Perth,NA,Perth,0,NA,storm,2010-0125,-31.95564407,115.8554552
359,Australia,AUS,900,2010,1116,Hume,2,Victoria,Hume,NA,Hume,0,NA,flood,2010-0465,-35.38432465,149.1644762
359,Australia,AUS,900,2010,1334,Strathbogie,2,Victoria,Strathbogie,NA,Strathbogie,0,NA,flood,2010-0465,-36.76099041,145.4335901
359,Australia,AUS,900,2010,1383,Wellington,2,Victoria,Wellington,NA,Wellington,0,NA,flood,2010-0465,-32.58927201,149.0119924
360,Australia,AUS,900,2010,1019,Bundaberg,2,Queensland,Bundaberg,NA,Burnett River at Branyan,0,NA,flood,2010-0624,-24.87893574,152.3443795
360,Australia,AUS,900,2010,1051,Coonamble,2,New South Wales,Coonamble,NA,Coonamble,0,NA,flood,2010-0624,-30.87159393,148.2920392
360,Australia,AUS,900,2010,1058,Dalby,2,Queensland,Dalby,NA,Dalby,0,NA,flood,2010-0624,-27.1786023,151.2638663
360,Australia,AUS,900,2010,1102,Gundagai,2,New South Wales,Gundagai,NA,Gundagai,0,NA,flood,2010-0624,-35.01371815,148.1462445
360,Australia,AUS,900,2010,1111,Harden,2,New South Wales,Harden,NA,Jugiong,0,NA,flood,2010-0624,-34.61179019,148.405916
360,Australia,AUS,900,2010,1117,Hume,2,Victoria,Hume,NA,Hume,0,NA,flood,2010-0624,-35.38432465,149.1644762
360,Australia,AUS,900,2010,1134,Kingston,2,Victoria,Kingston,NA,Kingston,0,NA,flood,2010-0624,-35.318169,149.1445274
360,Australia,AUS,900,2010,1160,Maribyrnong,2,Victoria,Maribyrnong,NA,Maribyrnong,0,NA,flood,2010-0624,-37.79421649,144.8789393
360,Australia,AUS,900,2010,1167,Mitchell,2,Victoria,Mitchell,NA,Mitchell,0,NA,flood,2010-0624,-35.21987602,149.1355005
360,Australia,AUS,900,2010,1170,Monash,2,Victoria,Monash,NA,Monash,0,NA,flood,2010-0624,-35.41789042,149.0893386
360,Australia,AUS,900,2010,1198,Narrabri,2,New South Wales,Narrabri,NA,Wee Waa,0,NA,flood,2010-0624,-30.35602055,149.5645647
360,Australia,AUS,900,2010,1262,Parkes,2,New South Wales,Parkes,NA,Parkes,0,NA,flood,2010-0624,-35.29992077,149.1312189
360,Australia,AUS,900,2010,1272,Queanbeyan,2,New South Wales,Queanbeyan,NA,Queanbeyan,0,NA,flood,2010-0624,-35.41147163,149.220779
360,Australia,AUS,900,2010,1323,Rockhampton,2,Queensland,Rockhampton,NA,Oakey Creek,0,NA,flood,2010-0624,-23.35095644,150.5251617
